"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
1,"naive",0.001,0.302138726796137,0.498747567353889,0.842365219332515,2.56465733633364e-05
2,"naive",0.001,0.301498112187857,0.5,0.842491558061005,2.57164932911245e-05
3,"naive",0.001,0.300978394233568,0.5,0.842500348820985,2.58490799046649e-05
4,"naive",0.001,0.301649649623915,0.5,0.842546601183168,2.5221369102389e-05
5,"naive",0.001,0.301675997713058,0.489904518640151,0.842444537463374,2.57143086444494e-05
1,"e2e + reshuffle",0.001,0.500022344239924,0.5,0.570837515138871,0.000589295371982532
2,"e2e + reshuffle",0.001,0.500092167197794,0.5,0.540476975557398,0.0010284579999219
3,"e2e + reshuffle",0.001,0.500055172851547,0.5,0.569566223936347,0.000216434323964473
4,"e2e + reshuffle",0.001,0.50024944025433,0.458048891118815,0.490664160536065,0.000482475423183176
5,"e2e + reshuffle",0.001,0.500007449637477,0.5,0.491312906616415,2.27553147215377e-06
1,"e2e",0.001,0.500193560804693,0.5,0.596949452047087,0.000378518602274832
2,"e2e",0.001,0.500480996074427,0.745652912080115,0.638505693778464,0.000293613406478298
3,"e2e",0.001,0.500075115591836,0.5,0.605182016352955,0.00106750273502401
4,"e2e",0.001,0.500221642146023,0.565989628019115,0.560678616853512,0.0006732974036314
5,"e2e",0.001,0.499768105908624,0.5,0.6072860342526,0.000460421946359931
1,"naive",0.01,0.302658800245241,0.498919650117809,0.842380898749859,2.60741188163108e-05
2,"naive",0.01,0.301115340555217,0.5,0.842647597060728,2.46946691962615e-05
3,"naive",0.01,0.302528281598426,0.493189696597482,0.842436442467412,2.36754005957933e-05
4,"naive",0.01,0.301043433581685,0.50388689660158,0.842477901019087,2.40793234090638e-05
5,"naive",0.01,0.301597386656061,0.497269779507134,0.842388244567053,2.39560184419527e-05
1,"e2e + reshuffle",0.01,0.0545348852828126,0.478379379697258,0.533529248426509,0.000159718056421279
2,"e2e + reshuffle",0.01,0.00849129163217468,0.482740721515702,0.528675174606868,0.0015224303792268
3,"e2e + reshuffle",0.01,0.00139314764121976,0.485614912386645,0.516134067294881,0.000102881968053288
4,"e2e + reshuffle",0.01,0.00157982170395666,0.633003250483442,0.519676796630503,0.000764695801582343
5,"e2e + reshuffle",0.01,0.0871426321775852,0.479659951410565,0.55710762181922,0.000511808024663839
1,"e2e",0.01,0.168891521395942,0.721193255512322,0.718549440453616,0.0005762137947727
2,"e2e",0.01,0.267150490721364,0.594545076101174,0.735375308702166,0.00129874894407199
3,"e2e",0.01,0.160956994947084,0.658464023147708,0.71952405098072,1.96880732711789e-05
4,"e2e",0.01,0.108126229123714,0.548365938332738,0.669889852201891,0.000717025051105167
5,"e2e",0.01,0.151464583824349,0.592401317733642,0.688412347901568,3.05720407372887e-05
1,"naive",0.1,0.302701848693624,0.493011127000853,0.842329501440833,2.86363694196739e-05
2,"naive",0.1,0.297599779859702,0.49485265721424,0.842135423119812,3.19999285357307e-05
3,"naive",0.1,0.308187754546652,0.512258064516129,0.842592306025812,2.18893630453812e-05
4,"naive",0.1,0.296356052162314,0.489801044288053,0.841482674263772,2.01798622215492e-05
5,"naive",0.1,0.293158063035333,0.497466044538317,0.842962412533284,2.87474556934224e-05
1,"e2e + reshuffle",0.1,0.0244076239865042,0.494486210965537,0.513399544507141,0.000318431046995013
2,"e2e + reshuffle",0.1,0.000329659144275396,0.507552299844954,0.520297220776574,0.000279674136478492
3,"e2e + reshuffle",0.1,0.0141137455453769,0.479878937694112,0.522569613389302,0.000145863224926915
4,"e2e + reshuffle",0.1,5.28157962574195e-06,0.486284317534318,0.523177569096722,5.06852254027617e-05
5,"e2e + reshuffle",0.1,0.0346600392948036,0.48994777265745,0.518063418265039,0.000462889007773381
1,"e2e",0.1,0.383454249777598,0.811416208888644,0.847552970170341,0.00451190493210729
2,"e2e",0.1,0.429701988251483,0.694872503840246,0.839598052290128,0.00471427975999569
3,"e2e",0.1,0.4104987841708,0.726410532462319,0.841113498314186,0.00367659438182737
4,"e2e",0.1,0.40775527084481,0.735740399385561,0.836959983676963,0.00344235921716982
5,"e2e",0.1,0.415405072013204,0.678198340011448,0.844770879965518,0.00286009503581358
1,"naive",0.5,0.288619581097952,0.49160167664188,0.84389278947955,1.0745992895299e-05
2,"naive",0.5,0.304371651739426,0.4928980204522,0.84302293142889,1.86216372191027e-05
3,"naive",0.5,0.298701943567242,0.487704918032787,0.841130876038588,4.90387447267555e-05
4,"naive",0.5,0.296283314173152,0.502307860764682,0.843201510775383,1.48732330219182e-05
5,"naive",0.5,0.310371249244765,0.498301525067761,0.843598461624213,3.44340725087631e-05
1,"e2e + reshuffle",0.5,0.00818800761172815,0.49978824629431,0.525459087383743,0.000388799364394847
2,"e2e + reshuffle",0.5,0.0104528657334023,0.491695779747466,0.514395360209795,3.40474530951895e-05
3,"e2e + reshuffle",0.5,0.00261435014659962,0.490098767247506,0.524077250608272,4.79388818880931e-05
4,"e2e + reshuffle",0.5,0.000777468390851,0.534563944286166,0.523482915096067,3.75851192211231e-05
5,"e2e + reshuffle",0.5,3.82920131080702e-05,0.475754104620084,0.527472592129708,0.00037976832688341
1,"e2e",0.5,0.510366619409726,0.891324835318578,0.907350808818683,0.0166738375435103
2,"e2e",0.5,0.506281005823443,0.940248336420388,0.915407352402261,0.00363407522870861
3,"e2e",0.5,0.505532731160925,0.940209314495029,0.91472383180521,0.027507466748721
4,"e2e",0.5,0.504273841692472,0.867206212146638,0.915013176986338,0.00585729158110785
5,"e2e",0.5,0.503041172098835,0.945100078483487,0.910487696573236,0.0219376954594832
1,"naive",0.9,0.297610702938887,0.530762304921969,0.842841005365716,3.28835194898066e-05
2,"naive",0.9,0.311113907139329,0.513657360915847,0.846765197992192,2.54106694796437e-05
3,"naive",0.9,0.291847057449357,0.493560606060606,0.842266890005583,2.13791628978513e-05
4,"naive",0.9,0.242646721564214,0.506145833333333,0.849722991689751,8.68214299526938e-05
5,"naive",0.9,0.319189350047225,0.497087240693379,0.841145102441763,1.21001143675626e-05
1,"e2e + reshuffle",0.9,0.0108429912036286,0.534384768400114,0.517666139884424,2.06624256505518e-05
2,"e2e + reshuffle",0.9,0.00254289087061976,0.54749399759904,0.52325211374827,0.00017728984422496
3,"e2e + reshuffle",0.9,0.000484730665284901,0.604810996563574,0.518630887535443,0.00189610409129514
4,"e2e + reshuffle",0.9,0.000850664717595395,0.514611367744527,0.529284252669412,5.51131371562677e-05
5,"e2e + reshuffle",0.9,0.00367366238039893,0.496221322537112,0.530398354585345,9.73537561269833e-05
1,"e2e",0.9,0.526148230513599,0.978316326530612,0.946032574580426,0.0658580074071053
2,"e2e",0.9,0.506721737144881,0.95727053625226,0.93612011394457,0.0691357945121788
3,"e2e",0.9,0.504308587298173,0.984924623115578,0.938936812873187,0.0218724093359016
4,"e2e",0.9,0.567275764466493,0.925336412934324,0.934283578902413,0.0678445796820311
5,"e2e",0.9,0.50289225033951,0.876401446654611,0.941438191438192,0.0444793722705267
